Año,Trimestre,Provincia,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otras Tecnologias,Total,Accesos por cada 100 hogares,Periodo,Accesos Totales,Accesos Totales en el Periodo Anterior,Nuevos Accesos,Nuevos Acesos Cada 100 Hogares (NACH),Accesos por cada 100 hogares (nacional),Coeficiente de Desigualdad de Penetración por Hogar,Porcentaje Fibra Óptica
2024,1,Santa Fe,"100,20",86548,399817,374288,44162,13773,918588.0,"80,40",2024 - Q1,918588,909501,9087,"1,00","72,04","0,16","40,75%"
2014,1,Santiago Del Estero,"2,95",32567,3598,19,915,34,37133.0,"16,31",2014 - Q1,37133,0,0,"0,00","36,19","0,30","0,05%"
2014,2,Santiago Del Estero,"3,07",32820,4231,19,907,34,38011.0,"16,70",2014 - Q2,38011,37133,878,"2,36","36,64","0,30","0,05%"
2014,3,Santiago Del Estero,"3,10",32820,3900,19,768,41,37548.0,"16,49",2014 - Q3,37548,38011,-463,"-1,22","37,34","0,30","0,05%"
2014,4,Santiago Del Estero,"3,46",34110,4231,19,920,37,39317.0,"17,27",2014 - Q4,39317,37548,1769,"4,71","37,39","0,29","0,05%"
2015,1,Santiago Del Estero,"3,57",33813,4365,19,1020,35,39252.0,"17,06",2015 - Q1,39252,39317,-65,"-0,17","38,51","0,29","0,05%"
2015,2,Santiago Del Estero,"3,73",33873,4365,19,1091,30,39378.0,"17,11",2015 - Q2,39378,39252,126,"0,32","38,97","0,29","0,05%"
2015,3,Santiago Del Estero,"3,91",33886,4365,19,1097,30,39397.0,"17,12",2015 - Q3,39397,39378,19,"0,05","39,64","0,29","0,05%"
2015,4,Santiago Del Estero,"4,09",33582,4365,19,1139,30,39135.0,"17,00",2015 - Q4,39135,39397,-262,"-0,67","39,67","0,29","0,05%"
2016,1,Santiago Del Estero,"4,17",32838,3900,19,911,30,37698.0,"16,21",2016 - Q1,37698,39135,-1437,"-3,67","38,92","0,29","0,05%"
2016,2,Santiago Del Estero,"4,31",32101,3900,19,911,30,36961.0,"15,89",2016 - Q2,36961,37698,-737,"-1,96","39,89","0,29","0,05%"
2016,3,Santiago Del Estero,"4,67",31730,3900,19,3,8,35660.0,"15,33",2016 - Q3,35660,36961,-1301,"-3,52","40,31","0,29","0,05%"
2016,4,Santiago Del Estero,"4,87",30192,3900,19,911,29,35051.0,"15,07",2016 - Q4,35051,35660,-609,"-1,71","40,43","0,30","0,05%"
2017,1,Santiago Del Estero,"4,95",29616,3900,19,911,29,34475.0,"14,70",2017 - Q1,34475,35051,-576,"-1,64","39,56","0,29","0,06%"
2017,2,Santiago Del Estero,"5,06",28337,3900,19,911,29,33196.0,"14,12",2017 - Q2,33196,34475,-1279,"-3,71","40,29","0,30","0,06%"
2017,3,Santiago Del Estero,"5,18",27733,54096,19,911,35,82794.0,"35,12",2017 - Q3,82794,33196,49598,"149,41","45,37","0,24","0,02%"
2017,4,Santiago Del Estero,"6,17",27313,40407,19,1025,80,68844.0,"29,13",2017 - Q4,68844,82794,-13950,"-16,85","44,88","0,26","0,03%"
2018,1,Santiago Del Estero,"6,25",26788,54594,23,1432,81,82918.0,"34,99",2018 - Q1,82918,68844,14074,"20,44","45,95","0,23","0,03%"
2018,2,Santiago Del Estero,"5,91",26074,55935,23,1662,81,83775.0,"35,26",2018 - Q2,83775,82918,857,"1,03","47,53","0,24","0,03%"
2018,3,Santiago Del Estero,"5,78",25805,58789,23,1662,81,86360.0,"36,25",2018 - Q3,86360,83775,2585,"3,09","49,64","0,22","0,03%"
2018,4,Santiago Del Estero,"6,31",25339,61243,23,2649,81,89335.0,"37,40",2018 - Q4,89335,86360,2975,"3,44","50,79","0,22","0,03%"
2019,1,Santiago Del Estero,"6,42",25337,61547,23,2847,99,89853.0,"37,52",2019 - Q1,89853,89335,518,"0,58","51,34","0,22","0,03%"
2019,2,Santiago Del Estero,"7,10",24393,64783,219,2759,34600,126754.0,"52,79",2019 - Q2,126754,89853,36901,"41,07","54,31","0,21","0,17%"
2019,3,Santiago Del Estero,"9,39",24556,71198,219,2759,34400,133132.0,"55,30",2019 - Q3,133132,126754,6378,"5,03","55,47","0,21","0,16%"
2019,4,Santiago Del Estero,"9,79",24682,71239,200,2810,4657,103588.0,"42,92",2019 - Q4,103588,133132,-29544,"-22,19","53,55","0,19","0,19%"
2020,1,Santiago Del Estero,"10,00",24695,70424,200,2779,4657,102755.0,"42,47",2020 - Q1,102755,103588,-833,"-0,80","53,36","0,19","0,19%"
2020,2,Santiago Del Estero,"10,41",25917,72074,355,3038,4063,105447.0,"43,47",2020 - Q2,105447,102755,2692,"2,62","55,36","0,17","0,34%"
2020,3,Santiago Del Estero,"10,88",26419,70720,555,4185,3613,105492.0,"43,38",2020 - Q3,105492,105447,45,"0,04","57,36","0,17","0,53%"
2020,4,Santiago Del Estero,"11,28",26812,70522,570,5169,3596,106669.0,"43,75",2020 - Q4,106669,105492,1177,"1,12","58,44","0,17","0,53%"
2021,1,Santiago Del Estero,"11,58",26468,75849,570,5158,3596,111641.0,"45,67",2021 - Q1,111641,106669,4972,"4,66","59,08","0,17","0,51%"
2021,2,Santiago Del Estero,"12,72",20734,83770,909,5081,3596,114090.0,"46,56",2021 - Q2,114090,111641,2449,"2,19","61,05","0,16","0,80%"
2021,3,Santiago Del Estero,"13,35",19939,85535,909,6147,2928,115458.0,"47,00",2021 - Q3,115458,114090,1368,"1,20","63,01","0,17","0,79%"
2021,4,Santiago Del Estero,"13,84",19032,86563,1088,6256,2922,115861.0,"47,05",2021 - Q4,115861,115458,403,"0,35","64,78","0,17","0,94%"
2022,1,Santiago Del Estero,"14,50",18118,87979,1093,6349,2922,116461.0,"47,17",2022 - Q1,116461,115861,600,"0,52","65,90","0,17","0,94%"
2022,2,Santiago Del Estero,"16,34",16561,80338,11605,6618,2922,118044.0,"47,70",2022 - Q2,118044,116461,1583,"1,36","67,78","0,16","9,83%"
2022,3,Santiago Del Estero,"17,69",15385,80937,13170,6618,2922,119032.0,"47,98",2022 - Q3,119032,118044,988,"0,84","68,58","0,16","11,06%"
2022,4,Santiago Del Estero,"34,40",13577,80955,15117,6911,2934,119494.0,"48,05",2022 - Q4,119494,119032,462,"0,39","69,03","0,17","12,65%"
2023,1,Santiago Del Estero,"36,27",11642,80407,16656,6916,2934,118555.0,"47,55",2023 - Q1,118555,119494,-939,"-0,79","69,17","0,17","14,05%"
2023,2,Santiago Del Estero,"37,62",10629,80086,17244,6916,2934,117809.0,"47,14",2023 - Q2,117809,118555,-746,"-0,63","69,05","0,17","14,64%"
2023,3,Santiago Del Estero,"41,46",9412,80919,21745,6916,2936,121928.0,"48,67",2023 - Q3,121928,117809,4119,"3,50","69,94","0,17","17,83%"
2023,4,Santiago Del Estero,"44,22",8290,80692,24271,7057,2920,123230.0,"49,08",2023 - Q4,123230,121928,1302,"1,07","72,00","0,16","19,70%"
2024,1,Santiago Del Estero,"44,90",6644,80722,27018,7058,2920,124362.0,"49,41",2024 - Q1,124362,123230,1132,"0,92","72,04","0,16","21,73%"
2014,1,Tierra Del Fuego,"3,45",21618,2837,648,1,2934,28038.0,"63,97",2014 - Q1,28038,0,0,"0,00","36,19","0,30","2,31%"
2014,2,Tierra Del Fuego,"3,47",21618,3008,648,1,2934,28209.0,"64,36",2014 - Q2,28209,28038,171,"0,61","36,64","0,30","2,30%"
2014,3,Tierra Del Fuego,"3,47",21840,3469,650,1,2832,28792.0,"65,69",2014 - Q3,28792,28209,583,"2,07","37,34","0,30","2,26%"
2014,4,Tierra Del Fuego,"3,47",21948,3664,655,1,2722,28990.0,"66,14",2014 - Q4,28990,28792,198,"0,69","37,39","0,29","2,26%"
2015,1,Tierra Del Fuego,"3,45",22291,7924,657,1,2583,33456.0,"74,23",2015 - Q1,33456,28990,4466,"15,41","38,51","0,29","1,96%"
2015,2,Tierra Del Fuego,"3,48",22636,7927,665,1,2350,33579.0,"74,51",2015 - Q2,33579,33456,123,"0,37","38,97","0,29","1,98%"
2015,3,Tierra Del Fuego,"3,48",22636,8085,665,1,2350,33737.0,"74,86",2015 - Q3,33737,33579,158,"0,47","39,64","0,29","1,97%"
2015,4,Tierra Del Fuego,"3,47",22636,4301,665,1,2350,29953.0,"66,46",2015 - Q4,29953,33737,-3784,"-11,22","39,67","0,29","2,22%"
2016,1,Tierra Del Fuego,"3,48",22636,4834,665,1,2350,30486.0,"65,83",2016 - Q1,30486,29953,533,"1,78","38,92","0,29","2,18%"
2016,2,Tierra Del Fuego,"3,48",22636,5707,665,1,2350,31359.0,"67,72",2016 - Q2,31359,30486,873,"2,86","39,89","0,29","2,12%"
2016,3,Tierra Del Fuego,"3,48",22636,6276,665,1,2347,31925.0,"68,94",2016 - Q3,31925,31359,566,"1,80","40,31","0,29","2,08%"
2016,4,Tierra Del Fuego,"3,48",22636,6905,665,1,2350,32557.0,"70,31",2016 - Q4,32557,31925,632,"1,98","40,43","0,30","2,04%"
2017,1,Tierra Del Fuego,"3,48",22636,6905,665,1,2350,32557.0,"68,92",2017 - Q1,32557,32557,0,"0,00","39,56","0,29","2,04%"
2017,2,Tierra Del Fuego,"3,48",22636,6905,665,1,2350,32557.0,"68,46",2017 - Q2,32557,32557,0,"0,00","40,29","0,30","2,04%"
2017,3,Tierra Del Fuego,"3,48",21587,7012,622,1,2244,31466.0,"65,74",2017 - Q3,31466,32557,-1091,"-3,35","45,37","0,24","1,98%"
2017,4,Tierra Del Fuego,"5,20",19372,6906,530,1,2045,28854.0,"59,89",2017 - Q4,28854,31466,-2612,"-8,30","44,88","0,26","1,84%"
2018,1,Tierra Del Fuego,"5,77",19372,9663,531,1,2047,31614.0,"65,20",2018 - Q1,31614,28854,2760,"9,57","45,95","0,23","1,68%"
2018,2,Tierra Del Fuego,"5,94",19372,22756,531,1,2047,44707.0,"91,61",2018 - Q2,44707,31614,13093,"41,42","47,53","0,24","1,19%"
2018,3,Tierra Del Fuego,"5,99",19365,22649,1502,1,2047,45564.0,"92,77",2018 - Q3,45564,44707,857,"1,92","49,64","0,22","3,30%"
2018,4,Tierra Del Fuego,"7,44",19789,23349,1623,0,1499,46260.0,"93,59",2018 - Q4,46260,45564,696,"1,53","50,79","0,22","3,51%"
2019,1,Tierra Del Fuego,"6,34",19789,23549,1623,0,1486,46447.0,"93,38",2019 - Q1,46447,46260,187,"0,40","51,34","0,22","3,49%"
2019,2,Tierra Del Fuego,"6,34",19790,25527,651,0,1486,47454.0,"94,80",2019 - Q2,47454,46447,1007,"2,17","54,31","0,21","1,37%"
2019,3,Tierra Del Fuego,"6,69",19790,26659,651,0,1487,48587.0,"96,46",2019 - Q3,48587,47454,1133,"2,39","55,47","0,21","1,34%"
2019,4,Tierra Del Fuego,"7,27",13261,26821,0,0,310,40392.0,"79,70",2019 - Q4,40392,48587,-8195,"-16,87","53,55","0,19","0,00%"
2020,1,Tierra Del Fuego,"7,41",12854,25632,0,0,308,38794.0,"76,07",2020 - Q1,38794,40392,-1598,"-3,96","53,36","0,19","0,00%"
2020,2,Tierra Del Fuego,"8,13",12854,26025,0,0,310,39189.0,"76,37",2020 - Q2,39189,38794,395,"1,02","55,36","0,17","0,00%"
2020,3,Tierra Del Fuego,"8,51",12854,26491,0,0,310,39655.0,"76,81",2020 - Q3,39655,39189,466,"1,19","57,36","0,17","0,00%"
2020,4,Tierra Del Fuego,"8,49",12853,26439,6,0,316,39614.0,"76,27",2020 - Q4,39614,39655,-41,"-0,10","58,44","0,17","0,02%"
2021,1,Tierra Del Fuego,"8,73",12853,27247,6,0,316,40422.0,"77,35",2021 - Q1,40422,39614,808,"2,04","59,08","0,17","0,01%"
2021,2,Tierra Del Fuego,"8,59",12853,22504,6,14,316,35693.0,"67,89",2021 - Q2,35693,40422,-4729,"-11,70","61,05","0,16","0,02%"
2021,3,Tierra Del Fuego,"9,52",12853,36958,6,16,390,50223.0,"94,95",2021 - Q3,50223,35693,14530,"40,71","63,01","0,17","0,01%"
2021,4,Tierra Del Fuego,"10,70",13317,38148,426,124,342,52357.0,"98,40",2021 - Q4,52357,50223,2134,"4,25","64,78","0,17","0,81%"
2022,1,Tierra Del Fuego,"10,73",13031,38700,416,124,340,52611.0,"98,29",2022 - Q1,52611,52357,254,"0,49","65,90","0,17","0,79%"
2022,2,Tierra Del Fuego,"10,97",12754,39837,403,125,651,53770.0,"99,86",2022 - Q2,53770,52611,1159,"2,20","67,78","0,16","0,75%"
2022,3,Tierra Del Fuego,"11,01",12754,39963,403,125,651,53896.0,"99,51",2022 - Q3,53896,53770,126,"0,23","68,58","0,16","0,75%"
2022,4,Tierra Del Fuego,"13,48",12754,41293,405,157,651,55260.0,"101,44",2022 - Q4,55260,53896,1364,"2,53","69,03","0,17","0,73%"
2023,1,Tierra Del Fuego,"14,58",12754,43146,405,157,651,57113.0,"104,23",2023 - Q1,57113,55260,1853,"3,35","69,17","0,17","0,71%"
2023,2,Tierra Del Fuego,"16,92",12392,45224,525,157,337,58635.0,"106,38",2023 - Q2,58635,57113,1522,"2,66","69,05","0,17","0,90%"
2023,3,Tierra Del Fuego,"17,17",9357,45203,3682,157,332,58731.0,"105,95",2023 - Q3,58731,58635,96,"0,16","69,94","0,17","6,27%"
2023,4,Tierra Del Fuego,"17,92",9357,48071,3682,157,332,61599.0,"110,49",2023 - Q4,61599,58731,2868,"4,88","72,00","0,16","5,98%"
2024,1,Tierra Del Fuego,"21,54",9357,48005,3684,177,332,61555.0,"109,78",2024 - Q1,61555,61599,-44,"-0,07","72,04","0,16","5,98%"
2014,1,Tucumán,"3,21",129717,83,121,13,98,130032.0,"33,42",2014 - Q1,130032,0,0,"0,00","36,19","0,30","0,09%"
2014,2,Tucumán,"3,35",131740,97,121,13,98,132069.0,"33,94",2014 - Q2,132069,130032,2037,"1,57","36,64","0,30","0,09%"
2014,3,Tucumán,"3,35",131739,97,117,13,100,132066.0,"33,94",2014 - Q3,132066,132069,-3,"-0,00","37,34","0,30","0,09%"
2014,4,Tucumán,"3,86",137093,97,116,13,105,137424.0,"35,32",2014 - Q4,137424,132066,5358,"4,06","37,39","0,29","0,08%"
2015,1,Tucumán,"4,07",137857,115,116,88,100,138276.0,"35,08",2015 - Q1,138276,137424,852,"0,62","38,51","0,29","0,08%"
2015,2,Tucumán,"4,31",139944,479,116,88,50,140677.0,"35,69",2015 - Q2,140677,138276,2401,"1,74","38,97","0,29","0,08%"
2015,3,Tucumán,"4,57",142925,1135,116,88,50,144314.0,"36,61",2015 - Q3,144314,140677,3637,"2,59","39,64","0,29","0,08%"
2015,4,Tucumán,"4,88",144188,1653,116,88,50,146095.0,"37,06",2015 - Q4,146095,144314,1781,"1,23","39,67","0,29","0,08%"
2016,1,Tucumán,"5,00",144233,2165,116,74,49,146637.0,"36,72",2016 - Q1,146637,146095,542,"0,37","38,92","0,29","0,08%"
2016,2,Tucumán,"5,20",145486,2968,116,58,49,148677.0,"37,24",2016 - Q2,148677,146637,2040,"1,39","39,89","0,29","0,08%"
2016,3,Tucumán,"5,54",147259,3850,116,53,41,151319.0,"37,90",2016 - Q3,151319,148677,2642,"1,78","40,31","0,29","0,08%"
2016,4,Tucumán,"5,73",146995,4482,116,14,45,151652.0,"37,98",2016 - Q4,151652,151319,333,"0,22","40,43","0,30","0,08%"
2017,1,Tucumán,"5,88",147373,5223,116,14,45,152771.0,"37,90",2017 - Q1,152771,151652,1119,"0,74","39,56","0,29","0,08%"
2017,2,Tucumán,"6,09",149013,5223,116,14,45,154411.0,"38,19",2017 - Q2,154411,152771,1640,"1,07","40,29","0,30","0,08%"
2017,3,Tucumán,"6,39",154130,6431,106,40,305,161012.0,"39,70",2017 - Q3,161012,154411,6601,"4,27","45,37","0,24","0,07%"
2017,4,Tucumán,"9,11",156583,5223,105,102,319,162332.0,"39,90",2017 - Q4,162332,161012,1320,"0,82","44,88","0,26","0,06%"
2018,1,Tucumán,"9,36",158611,8921,107,368,50,168057.0,"41,18",2018 - Q1,168057,162332,5725,"3,53","45,95","0,23","0,06%"
2018,2,Tucumán,"13,51",160315,8965,110,252,315,169957.0,"41,51",2018 - Q2,169957,168057,1900,"1,13","47,53","0,24","0,06%"
2018,3,Tucumán,"15,26",161209,9280,110,252,315,171166.0,"41,68",2018 - Q3,171166,169957,1209,"0,71","49,64","0,22","0,06%"
2018,4,Tucumán,"16,58",159215,11670,119,686,314,172004.0,"41,76",2018 - Q4,172004,171166,838,"0,49","50,79","0,22","0,07%"
2019,1,Tucumán,"16,57",159215,11670,118,678,321,172002.0,"41,63",2019 - Q1,172002,172004,-2,"-0,00","51,34","0,22","0,07%"
2019,2,Tucumán,"18,53",153121,12089,116,684,321,166331.0,"40,14",2019 - Q2,166331,172002,-5671,"-3,30","54,31","0,21","0,07%"
2019,3,Tucumán,"19,32",150918,12089,116,684,324,164131.0,"39,49",2019 - Q3,164131,166331,-2200,"-1,32","55,47","0,21","0,07%"
2019,4,Tucumán,"29,87",146985,11012,39574,725,348,198644.0,"47,65",2019 - Q4,198644,164131,34513,"21,03","53,55","0,19","19,92%"
2020,1,Tucumán,"32,25",143184,10494,44687,1355,347,200067.0,"47,85",2020 - Q1,200067,198644,1423,"0,72","53,36","0,19","22,34%"
2020,2,Tucumán,"32,70",150084,9833,55120,1357,762,217156.0,"51,78",2020 - Q2,217156,200067,17089,"8,54","55,36","0,17","25,38%"
2020,3,Tucumán,"34,84",149605,11752,59949,1808,762,223876.0,"53,23",2020 - Q3,223876,217156,6720,"3,09","57,36","0,17","26,78%"
2020,4,Tucumán,"36,44",149322,11150,68043,1834,740,231089.0,"54,78",2020 - Q4,231089,223876,7213,"3,22","58,44","0,17","29,44%"
2021,1,Tucumán,"37,98",147199,12185,69954,1834,740,231912.0,"54,82",2021 - Q1,231912,231089,823,"0,36","59,08","0,17","30,16%"
2021,2,Tucumán,"40,31",110429,48359,71683,1837,743,233051.0,"54,93",2021 - Q2,233051,231912,1139,"0,49","61,05","0,16","30,76%"
2021,3,Tucumán,"42,10",104489,53868,70964,2408,743,232472.0,"54,64",2021 - Q3,232472,233051,-579,"-0,25","63,01","0,17","30,53%"
2021,4,Tucumán,"45,15",97830,59022,78790,2511,486,238639.0,"55,93",2021 - Q4,238639,232472,6167,"2,65","64,78","0,17","33,02%"
2022,1,Tucumán,"47,24",92532,62396,86174,3995,487,245584.0,"57,39",2022 - Q1,245584,238639,6945,"2,91","65,90","0,17","35,09%"
2022,2,Tucumán,"50,09",85893,15327,148823,3997,487,254527.0,"59,31",2022 - Q2,254527,245584,8943,"3,64","67,78","0,16","58,47%"
2022,3,Tucumán,"53,36",77738,18518,162345,3997,519,263117.0,"61,14",2022 - Q3,263117,254527,8590,"3,37","68,58","0,16","61,70%"
2022,4,Tucumán,"88,33",69441,20668,168717,4069,527,263422.0,"61,04",2022 - Q4,263422,263117,305,"0,12","69,03","0,17","64,05%"
2023,1,Tucumán,"95,79",55822,19482,180976,4293,527,261100.0,"60,34",2023 - Q1,261100,263422,-2322,"-0,88","69,17","0,17","69,31%"
2023,2,Tucumán,"96,69",50019,20012,188986,4060,525,263602.0,"60,75",2023 - Q2,263602,261100,2502,"0,96","69,05","0,17","71,69%"
2023,3,Tucumán,"98,85",46348,20545,195053,4088,523,266557.0,"61,26",2023 - Q3,266557,263602,2955,"1,12","69,94","0,17","73,17%"
2023,4,Tucumán,"101,55",41318,20267,199876,4357,517,266335.0,"61,04",2023 - Q4,266335,266557,-222,"-0,08","72,00","0,16","75,05%"
2024,1,Tucumán,"103,36",33682,20361,205959,4075,518,264595.0,"60,48",2024 - Q1,264595,266335,-1740,"-0,65","72,04","0,16","77,84%"
